 ambition,n.雄心，抱负,,,,,
 ambitious,a.有抱负的,,,,,
 ambulance,n.救护车,,,,,
 amend,v.改进，修正,,,,,
 amends,n.(pl.)赔偿，道歉,,,,,
 amid,prep.在...当中,,,,,
 amidst,prep.=amid 在...当中,,,,,
 ammunition,n.弹药,,,,,
 amount,vi./n.等于；总数；数量,,,,,
 amphibian,n.两栖动物；水陆两用飞机和车辆,,,,,
 ample,a.宽敞的，丰富的,,,,,
 amplify,vt.详述；引申；增强,,,,,
 amuse,vt.使娱逗，逗…笑,,,,,
 analogy,n.类推，类似,,,,,
 analytical,a.分析的；分解的,,,,,
 ancestor,n.祖先,,,,,
 anchor,n./v.锚；危难时可依靠的人或物；用锚泊船,,,,,
 anecdote,n.轶事，趣闻,,,,,
 annihilate,vt.歼灭；消灭,,,,,
 anniversary,n.周年纪念,,,,,
 annoy,vt.使烦恼，使生气,,,,,
 annual,a.每年的，一年生的 n.年刊；一年生植物,,,,,
 annuity,n.年金,,,,,
 anonymous,a.无名的；匿名的,,,,,
 antagonism,n.反对，不喜欢,,,,,
 antarctic,a./n.南极的；南极,,,,,
 antecedent,a./n.先行的；祖先；履历,,,,,
 anthem,n.赞美诗，圣歌,,,,,
 anthology,n.诗集,,,,,
 anthropology,n.人类学,,,,,
 antibiotic,n./a.抗生素；抗菌的,,,,,
 anticipate,vt.占先，预先处理；预料,,,,,
 anticipation,n.预期；预料,,,,,
 antique,a./n.古代的；古玩；古物,,,,,
 antonym,n.反义词,,,,,
 anxiety,n.忧虑；渴望,,,,,
 anyhow,ad.不论用何种方法；无论如何,,,,,
 apologetic,a.表示歉意的,,,,,
 apparatus,n.仪器；设备,,,,,
 apparent,a.明显的，表面上的,,,,,
 appeal,vi./n.呼吁，上诉；吸引(力),,,,,
 appendix,n.附录；阑尾,,,,,
 appetite,n.食欲,,,,,
 applaud,v.鼓掌欢迎；赞成,,,,,
 appliance,n.用具，设备，装置,,,,,
 applicant,n.请求者，申请者,,,,,
 apply,v.要求，申请,,,,,
 apply oneself to sth,专门致志于某事,,,,,
 appointment,n.职位；约会,,,,,
 appraisal,n.估价，评价；鉴定,,,,,
 appreciable,a.可见的；明显的,,,,,
 appreciate,vt.欣赏，感激；涨价,,,,,
 apprehension,n.理解；忧虑,,,,,
 apprentice,n.学徒 vt.使当学徒,,,,,
 approach,v.接近，着手处理 n.接近；方法；途径,,,,,
 appropriate,a.合适的,,,,,
 approval,n.允许，赞同；批准,,,,,
 approximate,adj.近似的，约略的 v.接近，近似,,,,,
 apt,a.聪明的；合适的；易于的,,,,,
 aptitude,n.才能；能力,,,,,
 aquarium,n.水族馆；养鱼池,,,,,
 aquatic,a.水产的；(运行)水上的,,,,,
 arbitrary,a.任性的，专断的,,,,,
 arc,n.弧,,,,,
 arch,n.拱 v.拱起,,,,,
 archaic,a.(语言、词汇等)古代的，已不通用的,,,,,
 architect,n.建筑师；设计师,,,,,
 archives,n.(pl.)档案室,,,,,
 arctic,a.北极的 n.北极,,,,,
 ardent,a.热心的；热情的,,,,,
 arduous,adj.艰巨的，艰苦的,,,,,
 arena,n.竞技场，比赛场所,,,,,
 argue,v.不同意；辩论,,,,,
 arise,vi.发生；起来；出现,,,,,
 armour,=armor n.盔甲；装甲部队,,,,,
 arouse,vt.唤醒；唤起,,,,,
 array,n.展示；一系列,,,,,
 arrogant,a.傲慢的，自负的,,,,,
 artery,n.动脉，干线,,,,,
 artillery,n.火炮，干线,,,,,
 article,n.物品；文章；条款；[语]冠词,,,,,
 articulate,a./v.发音清晰的；说话表达力强,,,,,
 artificial,a.人工的；娇揉造作的,,,,,
 as,conj.因为,,,,,
 much as,虽然,,,,,
 as for,至于，就…方面说,,,,,
 as much,也,,,,,
 as well,也,,,,,
 as yet,至今，迄今,,,,,
 ascend,v.登(山等)；上升,,,,,
 ascent,n.上升，上坡,,,,,
 ascertain,vt.查明，探查,,,,,
 ascribe,vt.归因于，把...归于,,,,,
 ashamed,a.羞愧的；害臊的,,,,,
 aspiration,n.渴望；抱负,,,,,
 aspire,vi.渴望,,,,,
 aspirin,n.阿斯匹林,,,,,
 assassination,n.暗杀,,,,,
 assault,n./vt.袭击,,,,,
 assemble,vt.聚集；装配,,,,,
 assert,vt.宣称；维护,,,,,
 assess,vt.估值，评价,,,,,
 asset,n.财产，资产,,,,,
 assign,vt.分配；确定时间或地点；指派,,,,,
 assimilate,v.同化；吸收,,,,,
 associate,n.伙伴，同事，同伴,,,,,
 assorted,adj.各式各样的,,,,,
 assume,vt.假定；承担；使用,,,,,
 assumption,n.假定之事；承担，担任,,,,,
 assurance,n.自信；承诺；保险,,,,,
 assure,v.断言，使确信；保(人寿)险,,,,,
 astound,vt.使震惊,,,,,
 astronomy,n.天文学,,,,,
 asylum,n.避难所；疯人院；避难,,,,,
 athlete,n.运动员；体育家,,,,,
 atlas,n.地图册；图表集,,,,,
 attach,v.系上；附上；依恋；认为,,,,,
 attack,n./vt.攻击；非难；疾病发作,,,,,
 attain,v.取得，得到,,,,,
 attempt,vt./n.尝试，企图,,,,,
 attend,v.专心；照顾,,,,,
 attendance,n.到场；出席人数,,,,,
 attendant,n.服务员；仆人,,,,,
 attorney,n.律师,,,,,
 attractive,a.有吸引力的，讨人喜欢的,,,,,
 attribute,vt.归因于 n.属性；象征；标志,,,,,
 auction,n./vt.拍卖,,,,,
 audible,a.听得见的,,,,,
 audience,n.听众，读者；接见,,,,,
 audit,n./vt.审计；查账,,,,,
 audition,n.试听；试演；面试,,,,,
 auditorium,n.会堂；礼堂,,,,,
 augment,v.增大，增加,,,,,
 aupair,a.国外来的(姑娘)帮助料理家务换取住宿的,,,,,
 authentic,a.真实的，可靠的,,,,,
 authoritative,a.有权威的；命令的；可靠的,,,,,
 authority,n.威信；当局；权威；权力,,,,,
 authorize,vt.授权,,,,,
 automatic,a.自动的，无意识的 n.小型自动武器,,,,,
 automation,n.自动化，自动操作,,,,,
 automobile,n.汽车,,,,,
 autonomy,n.自治，自治权,,,,,
 auxiliary,adj.辅助的，协助的,,,,,
 avail,v.有益于，有用 n.用处，利益,,,,,
 available,a.可获得的，可用的,,,,,
 avalanche,n.雪崩；大量涌来,,,,,
 avert,vt.避开，防止,,,,,
 aviation,n.航空(学),,,,,
 avoid,vt.避免，逃避,,,,,
 aware,adj.知道的，意识的,,,,,
 awful,a.可怕的；糟糕的；极度的,,,,,
 awkward,adj.难使用的，笨拙的；尴尬的,,,,,
 axis,n.(pl.axes)轴，轴心,,,,,
 bachelor,n.单身汉；学士,,,,,
 back,ad./n./v.回原处，向后；倒退；支持,,,,,
 back sb up,支持某人,,,,,
 back down,放弃要求,,,,,
 backward,a.向后的；落后的；迟疑的,,,,,
 bacon,n.咸肉,,,,,
 bacterium,n.(pl.bacteria)细菌,,,,,
 badge,n.徽章，标记,,,,,
 badminton,n.羽毛球,,,,,
 baffle,vt.阻碍，使困惑 n.挡板,,,,,
 baggage,n.行李,,,,,
 bait,n.饵；诱惑物 v.装饵；辱骂；欺侮,,,,,
 bake,v.烤，烘，烧硬,,,,,
 balance,"n./v.秤；平衡；艺术作品的和谐；余额,结余",,,,,
 balcony,n.阳台；剧院楼厅,,,,,
 bald,a.秃头的；单调的,,,,,
 ballet,n.芭蕾舞；芭蕾舞演员,,,,,
 ballot,n.选票；投票权 vi.无记名投票,,,,,
 bamboo,n.竹,,,,,
 ban,vt./n.禁止；禁令,,,,,
 band,n.带子，条饰；一群；乐队；波段 v.绑扎,,,,,
 bandage,n.绷带 v.上绷带,,,,,
 bang,n./v.猛敲；猛击；砰然作声,,,,,
 banish,vt.驱逐；清除,,,,,
 bankrupt,n.破产；破产者 v.使破产,,,,,
 banner,n.旗,,,,,
 banquet,n./vt.宴会，设宴,,,,,
 bar,n.棍，闩；酒吧；障碍；(光、色等的)带,,,,,
 barbecue,n./vt.烧烤,,,,,
 barber,n.理发员,,,,,
 bare,a.裸露的；最起码的 vt.揭露,,,,,
 lay bare,揭露,,,,,
 barely,adv.仅仅，勉强,,,,,
 bargain,n.契约；交易；劳资协议；便宜货 v.讲价钱,,,,,
 bark,n./v.树皮；狗叫,,,,,
 barn,n.谷仓,,,,,
 barometer,n.气压计，睛雨表,,,,,
 barrel,n.圆桶；一桶的量；枪管 vt.把...装桶,,,,,
 barren,a.不结果实的；贫瘠的；无益的；无兴趣的,,,,,
 barricade,n./vt.路障；街垒；挡墙；设栅防守,,,,,
 barrier,n.障碍物；界线；阻碍,,,,,
 barter,v./n.货物交换；易货贸易,,,,,
 baseball,n.棒球,,,,,
 basement,n.底层，地下室,,,,,
 batch,n.一批(人或物),,,,,
 bathe,v./n.浸到水中；游泳,,,,,
 batter,vt.连续猛击；炮击；打烂,,,,,
 battery,n.电池(组)；炮兵；一组,,,,,
 bay,n.海湾,,,,,
 bead,n.念珠；(pl.)珠子项链；水珠,,,,,
 beam,v.发光；微笑；定向发出 n.梁；光束,,,,,
 bear,vt.携带；有；忍受；生育 n.熊，粗鲁的人,,,,,
 bear sth or sb out,证实,,,,,
 bear up sth,不失望,,,,,
 bear with sb,宽容某人，耐心等待某人,,,,,
 beard,n.(下巴上的)胡须,,,,,
 bearing,n.举止；关系；方位,,,,,
 find one's bearings,方向明；信心足,,,,,
 lose one's bearings,迷失方向；不知所措,,,,,
 beat,n./v.敲打；搅拌；胜；心跳,,,,,
 beat about the bush,旁敲侧击,,,,,
 dead beat,疲倦极了,,,,,
 beat sb off,击退某人,,,,,
 keep to the beaten track,循规蹈矩,,,,,
 beautician,n.美容师,,,,,
 become,v.变得；成为，适合；与...相称,,,,,
 become of,(命运等)降临；使遭遇,,,,,
 beforehand,ad.预先；事先,,,,,
 behalf,n.利益，方面；支持,,,,,
 on behalf of,代表…，为了…,,,,,
 behave,vi.举动；表现；运转正,,,,,
 belly,n.腹部；腹腔,,,,,
 beloved,a./n.被热爱的(人),,,,,
 bend,n./v.弯，弯腰,,,,,
 be bent on,专心致志于,,,,,
 benficial,a.有益的，有利的,,,,,
 benefit,n.利益，恩惠；津贴,,,,,
 bent,n.爱好，癖好,,,,,
 berth,n.卧铺；停泊地；锚位 v.使停泊,,,,,
 beset,vt.包围,,,,,
 best,a./ad./n.最好的(地),,,,,
 at its best,处在最好状态,,,,,
 do one's best,尽某人最大的努力,,,,,
 make the best of a bad job,尽力把损失减少到最小,,,,,
 bet,v./n.打赌，敢断定,,,,,
 betray,vt.背叛；泄漏；暴露；表现,,,,,
 better,a./ad./n.vt.较好的(地)；好转；改善,,,,,
 be better off,较富裕,,,,,
 know better than,很明白(而不至于),,,,,
 had better,最好还是...,,,,,
 get the better of sb,打败,,,,,
 beverage,n.饮料(汽水、茶、酒等),,,,,
 bewilder,vt.迷惑，为难,,,,,
 bias,n./vt.偏见；嗜好；偏倚,,,,,
 Bible,n.基督教的《圣经》,,,,,
 bibliography,n.书目，文献目录,,,,,
 bid,n./v.出价，喊价；命令；说,,,,,
 bilateral,a.双边的,,,,,
 bilingual,a.说两种语言的，用两种语言写成的,,,,,
 bill,n.帐单，招贴；议案；钞票 vt.宣布..的扮,,,,,
 bind,v.捆；使结合；包扎; 装订；使受约束,,,,,
 biography,n.传记；传记文学,,,,,
 bite,v./n.咬，叮，剌；紧握；鱼上钩,,,,,
 bitter,a.有苦味的；辛酸的；怀恨的 n.苦啤酒,,,,,
 bitumen,n.沥青,,,,,
 bizarre,adj.异乎寻常的，稀奇古怪的,,,,,
 blame,vt.责备，找...的差错 n.责任,,,,,
 blank,a.没有写字的；空白的；失色的 n.空白,,,,,
 blank cheque,开支票人已签字，由收款人自填款数的支票,,,,,
 blast,n.一阵；爆炸气浪；管弦乐器的声音 vt.炸,,,,,
 at full blast,全力地,,,,,
 blaze,n.火焰；光辉；爆发 v.熊熊燃烧；闪耀,,,,,
 bleach,n.漂白剂 v.漂白,,,,,
 bleak,a.(天气)阴冷的；凄凉的；暗淡的,,,,,
 bleed,v.流血；悲痛；同情,,,,,
 blend,v./n.混合，把...混成一体，混合物,,,,,
 bless,vt.求上帝赐福于，祝福；使神圣,,,,,
 blink,v./n.眨眼睛；一瞥,,,,,
 bloc,n.集团,,,,,
 block,n.大块木料；街区；障碍物 vt.阻碍，破坏,,,,,
 blonde,n./a.(女人)白肤金发(的),,,,,
 bloom,vi.开花，在青春时期 n.花；兴旺时期,,,,,
 blossom,n.花；果树花 vi.开花；发展；成长,,,,,
 blot,n.污点；墨水渍；缺点 vi.涂污；吸干墨水,,,,,
 blunder,v.瞎闯，犯愚蠢的错误 n.因疏忽所犯的错误,,,,,
 blunt,a.钝的；生硬的；直率的 vt.使钝,,,,,
 blur,n.模糊不清的东西 v.使模糊；变模糊,,,,,
 blush,vi./n.脸红，羞愧,,,,,
 board,n./v.长木板；理事会；伙食,,,,,
 be on board,同义于go on board 在船上，在飞机上,,,,,
 boarding card,登机(船)卡,,,,,
 boarding school,供膳食的学校,,,,,
 boast,n./v.自夸；自豪地拥有,,,,,
 boil,v.沸腾；(感情)激动；煮沸,,,,,
 boil down to,归结起来是，问题是,,,,,
 bold,a.大胆的；无耻的；醒目的,,,,,
 bolt,n.螺栓；插销；闪电；快跑；逃走 v.拴紧,,,,,
 bond,n.契约；结合；债券,,,,,
 bonus,n.奖金；额外津贴,,,,,
 book,n.书；篇；一捆；商业账册 vt.登记入册,,,,,
 bookcase,n.书橱,,,,,
 bookkeeper,n.簿记员,,,,,
 bookstall,书摊,,,,,
 boom,v./n.发出隆隆声 vi./n.商业等的景气，繁荣,,,,,
 boost,vt./n.增加；吹捧；提高；升,,,,,
 booth,n.有篷的售货摊；隔开的小间,,,,,
 border,n.边，边沿；花园中的花坛 v.接界，接壤,,,,,
 border on,接近，近似,,,,,
 bore,v.钻孔；厌烦 n.孔；口径；惹人厌烦的人,,,,,
 bother,v./n.麻烦；打扰,,,,,
 bounce,v./n.(球等)反弹，弹起，乱冲,,,,,
 bound,vt./n.跳跃前进，跳跃 a.一定的，必定的,,,,,
 boundary,n.边界，分界线,,,,,
 bounty,n.慷慨；捐赠品；奖品,,,,,
 bouquet,n.花束；酒香,,,,,
 boutique,n.花束；酒香,,,,,
 bowel,n.肠子；同情心,,,,,
 boycott,vt./n.联合抵制,,,,,
 brace,n.用以夹住或支撑的东西；背带 v.支住,,,,,
 bracket,n.托架；括号；等级 vt.套以括号，放在一起,,,,,
 brake,n./v.刹车,,,,,
 brand,n./v.商标；烙印；污辱,,,,,
 brashness,n.莽撞，无礼，轻率,,,,,
 breach,n.缺口；违背,,,,,
 break,n./v.打破；折断，违反,,,,,
 break away from,突然走开，放弃，革队,,,,,
 break down,破裂，失败，坏，(精神)垮下来,,,,,
 break off sth,折断；突然结束,,,,,
 breakdown,n.损坏；故障；垮下来；会谈破裂,,,,,
 breakthrough,n.军事突破；重大发明、发现,,,,,
 breed,v.繁殖，生育；教养；引起 n.品种，类型,,,,,
 breeze,n.微风,,,,,
 brew,v.酿造，调制,,,,,
 bribe,n./v.贿赂，行贿,,,,,
 briefcase,n.公事皮包,,,,,
 brilliant,a.光辉的；英明的,,,,,
 bring,vt.带来，使来到；提出,,,,,
 bring sb to do sth,说明,,,,,
 bring about,带来，造成,,,,,
 bring back,归还；使回忆；重新采用,,,,,
 bring forward,提出；提前,,,,,
 bring in,产生；引进,,,,,
 bring up,养育；呕出；促使注意,,,,,
 brink,n.边缘,,,,,
 brisk,a.活泼的，轻快的,,,,,
 brittle,a.脆弱的；易碎的,,,,,
 brochure,n.有插图的小册子,,,,,
 bronze,n./v.青铜，青铜色，青铜器,,,,,
 brood,n.同窝幼鸟；一个家庭的孩子 vi.孵幼雏,,,,,
 browse,v.放牧，吃草 n.嫩草；放牧,,,,,
 bruise,n./v.青肿，受伤，伤痕,,,,,
 brutal,a.野蛮的，残忍的,,,,,
 bubble,n.气泡，泡沫,,,,,
 buck,n.雄鹿；公羊；牡兔；美元,,,,,
 bucket,n.水桶；一桶之量,,,,,
 buckle,n.扣子，带扣 v.把...扣住；由于压力而弯曲,,,,,
 bud,n./vi.芽，萌芽,,,,,
 budget,n./vi.预算,,,,,
 buffet,n.(火车内)餐室；冷餐桌,,,,,
 bug,n.臭虫；病毒传染；窃听器 vt.窃听,,,,,
 bulb,n.鳞茎，球茎；球状物,,,,,
 bulge,n./v.膨胀，肿胀,,,,,
 bulk,n.体积；容量；大块,,,,,
 bull,n.公牛；雄性的鲸、象等大动物,,,,,
 bulletin,n.公报,,,,,
 bully,n.恶霸，暴徒 vt.欺侮，威吓,,,,,
 bump,v./n.撞击；颠簸地行驶；凹凸不平ad.猛烈,,,,,
 bumper,n.汽车上的保险杠 a.大的，丰富的,,,,,
 bunch,n.束，串,,,,,
 bundle,n.捆，包，匆忙地放进,,,,,
 bungalow,n.平房,,,,,
 bunk,n.车、船上的床位；逃,,,,,
 buoyant,a.有浮力的；愉快的；(股市)保持高价的,,,,,
 bureaucracy,n.官僚,,,,,
 burgeon,v.萌芽，发芽,,,,,
 burial,n.葬，埋藏,,,,,
 burrow,n./v.兔等的地洞；打洞，掘,,,,,
 business,n.买卖，商业，商店；职责,,,,,
 get down to business,着手干正事,,,,,
 mind one's own business,各人自扫门前雪，莫管他人瓦上霜,,,,,
 bust,vt.使爆裂 vi.爆裂,,,,,
 bustle,v./n.使活跃；忙碌；喧闹,,,,,
 butcher,n.屠夫，残杀者 vt.屠宰，屠杀,,,,,
 butterfly,n.蝴蝶,,,,,
 buzz,v./n.嗡嗡叫；匆忙行走；耳鸣,,,,,
 bypass,n.迂回的旁道；旁路 vt.加设旁道；回避,,,,,
 cabin,n.小木屋；船舱，机舱,,,,,
 cabinet,n.柜橱；内阁,,,,,
 cable,n.缆，索；电缆 v.拍电报,,,,,
 cafe,n.餐馆；咖啡馆；酒吧,,,,,
 cafeteria,n.自助食堂；自助餐馆,,,,,
 calamity,"n.灾祸, 灾难",,,,,
 calcium,n.[化]钙,,,,,
 calendar,n.日历，历书；历法,,,,,
 call,vt.叫、喊；拜访,,,,,
 call for,要求；需要,,,,,
 call sth off,叫走；停止；取消,,,,,
 call on,访问；拜访；恳请,,,,,
 call sb up,打电话，征召,,,,,
 calorie,n.卡(热量单位),,,,,
 campaign,n.战役；运动 vi.参加运动,,,,,
 campus,n.校园,,,,,
 canal,n.运河，河渠；动植物体内的管道,,,,,
 cancel,v.取消；删去,,,,,
 candidate,n.候选人；应试人,,,,,
 cane,n.手杖，茎；甘蔗,,,,,
 cannon,n.大炮 vi.开炮,,,,,
 canteen,n.食堂；小卖部；餐具箱；水壶,,,,,
 canvas,n.粗帆布；油画布,,,,,
 capacity,n.容量；容积；理解力；地位；资格,,,,,
 cape,n.岬；海角,,,,,
 capital,n.资本，大写字母；首都 a.可处死刑的,,,,,
 capsule,n.荚；装一剂药的小囊；密封舱,,,,,
 caption,n.报纸文章的标题；照片说明,,,,,
 captive,n./a.俘虏，迷恋者；被俘虏的，被拴住的,,,,,
 capture,vt./n.捕获，俘虏，夺得；战利品,,,,,
 cardinal,a.主要的，基本的 n.深红色；基数,,,,,
 carpenter,n.木工，木匠,,,,,
 carrier,n.运货人；带菌者；运输军队的交通工具,,,,,
 carrot,n.胡萝卜,,,,,
 carry,v.传送，运送；带有；支持；赞同,,,,,
 be carried away,失去自制力,,,,,
 carry on,经营，管理,,,,,
 carry out,实现，执行,,,,,
 carry through,维持，使渡过难关,,,,,
 cart,n.马车 vt.用车运送，携带,,,,,
 carton,n.纸板箱，塑料箱,,,,,
 cartoon,n.漫画，动画片,,,,,
 carve,v.雕刻；切(熟肉等),,,,,
 cash,n.现金，钱款 v.兑现，兑付,,,,,
 cash in on,以…获利，营利,,,,,
 cash crop,商品作物,,,,,
 cash register,现金收记录机,,,,,
 cashier,n.出纳员,,,,,
 cassette,n.磁带盒；照相软片盒,,,,,
 cast,n./v.投，掷，抛；铸造；扮演角色,,,,,
 cast sb aside,抛弃，废除,,,,,
 cast off,解缆放船；抛弃,,,,,
 casual,a.偶然的，碰巧的；随便的；临时的,,,,,
 casualty,n.伤亡人员,,,,,
 catalogue,n./vt.目录；编目,,,,,
 catalyst,n.催化剂；造成变化的人或事,,,,,
 catastrophe,n.大灾难，大祸,,,,,
 catch,v.抓；接球；逮住；赶(车),,,,,
 catch on,理解，变得流行,,,,,
 catch sb up,catch up with sb赶上,,,,,
 catching,a.传染性的,,,,,
 category,n.种类，类目,,,,,
 cater,vi.供应伙食；提供娱乐节目,,,,,
 cathedral,n.总教堂；大教堂,,,,,
 Catholic,n.天主教教徒,,,,,
 caustic,a.腐蚀性的；刻薄的；苛刻的,,,,,
 caution,n./vt.小心；告诫，警告,,,,,
 cautious,a.谨慎的，小心的,,,,,
 cavity,n.洞,,,,,
 cease,v.停止,,,,,
 cellar,n.地窖；酒窖,,,,,
 cement,n.水泥；结合剂 vt.黏结，胶合,,,,,
 cemetary,n.公墓，墓地,,,,,
 censor,n./vt.审查，审查员；删改,,,,,
 census,n.人口调查,,,,,
 centenary,a./n.百年的；百年纪念,,,,,
 ceramic,a.陶瓷的；陶器的,,,,,
 cereal,n.各类粮食,,,,,
 ceremony,n.典礼，仪式；礼节,,,,,
 certainty,n.必然的事，必然，确实，肯定,,,,,
 certificate,n.证书，执照,,,,,
 certify,v.(发给证书)证明,,,,,
 challenge,n./v.挑战；提出异议,,,,,
 chamber,n.房间；议院；贸易团体；弹膛,,,,,
 champagne,n.香槟酒,,,,,
 champion,n.战士；拥护者；冠军 vt.支持，拥护；保护,,,,,
 chant,n.圣歌，赞美诗 vt.唱，歌颂,,,,,
 chaos,n.混乱，纷乱,,,,,
 chapel,n.小教堂；殡仪馆,,,,,
 characteristic,a./n.特有的，表示特征的；特性,,,,,
 characterize,v.表示...的特征,,,,,
 charge,vt.指控；控告；冲锋；要价；充电,,,,,
 charity,n.赈济款、物；慈善团体；博爱,,,,,
 charm,n./v.吸引力，可爱之处，迷人；行魔法,,,,,
 chart,n.海图；图表,,,,,
 charter,n./v.特许状，凭照，宪章；租赁 vt.特许,,,,,
 chase,v./n.追逐，追赶,,,,,
 chasm,n.断层，裂口；巨大分歧，差别,,,,,
 chaste,a.有道德的；善良的；贞洁的；简朴的,,,,,
 chat,n./v.闲谈; 聊天,,,,,
 check,v./n.检查，核对，控制,,,,,
 check in,在旅馆等登记,,,,,
 check out,付账后离开,,,,,
 checkup,n.检查，体格检查,,,,,
 cheer,n./v.振奋，高兴，欢呼,,,,,
 cherish,vt.爱护，抱有(希望)；怀有(情感),,,,,
